20170315_081214	85.6	-7.31190228e-05	1000000.0	5
20170315_081224	85.4	-0.000412265849	1000000.0	5
20170315_081234	85.0	0.000289874822	1000000.0	5
20170315_081244	84.9	-4.98401051e-05	1000000.0	5
20170315_081254	85.0	-0.0405560802	1000000.0	5
20170315_081303	84.9	-0.166092771	1000000.0	5
20170315_081313	84.9	-0.195074927	1000000.0	5
20170315_081323	84.9	-0.176700009	1000000.0	5
20170315_081333	84.9	-0.162513779	1000000.0	5
20170315_081343	84.9	-0.149229803	1000000.0	5
20170315_081353	84.9	-0.130386868	1000000.0	5
20170315_081403	84.9	-0.122023726	1000000.0	5
20170315_081413	84.7	-0.109374416	1000000.0	5
20170315_081424	84.7	-0.102889669	1000000.0	5
20170315_081434	84.7	-0.092022434	1000000.0	5
20170315_081443	84.9	-0.088938105	1000000.0	5
20170315_081454	84.5	-0.0810115716	1000000.0	5
20170315_081504	84.9	-0.0775337576	1000000.0	5
20170315_081514	84.9	-0.0742086941	1000000.0	5
20170315_081524	84.9	-0.0717069885	1000000.0	5
20170315_081534	85.0	-0.0688452184	1000000.0	5
20170315_081544	85.0	-0.0673111744	1000000.0	5
20170315_081554	85.0	-0.0675130014	1000000.0	5
20170315_081604	85.0	-0.06720163	1000000.0	5
20170315_081614	84.9	-0.0664154022	1000000.0	5
20170315_081624	84.7	-0.0662651258	1000000.0	5
20170315_081634	84.9	-0.0667232308	1000000.0	5
20170315_081644	84.7	-0.064942278	1000000.0	5
20170315_081654	84.5	-0.0639137597	1000000.0	5
20170315_081704	84.7	-0.0665053226	1000000.0	5
20170315_081714	84.7	-0.0650752277	1000000.0	5
20170315_081724	84.7	-0.0645087719	1000000.0	5
20170315_081734	84.9	-0.0633932434	1000000.0	5
20170315_081744	84.9	-0.0656190675	1000000.0	5
20170315_081754	84.9	-0.0654120374	1000000.0	5
20170315_081804	84.9	-0.0669929896	1000000.0	5
20170315_081814	85.0	-0.065320387	1000000.0	5
20170315_081824	84.9	-0.0655882108	1000000.0	5
20170315_081834	84.9	-0.0683373051	1000000.0	5
20170315_081844	85.0	-0.0683381779	1000000.0	5
20170315_081854	85.0	-0.0672106202	1000000.0	5
20170315_081904	85.0	-0.0706191916	1000000.0	5
20170315_081914	85.0	-0.068768306	1000000.0	5
20170315_081924	85.0	-0.0680884033	1000000.0	5
20170315_081934	85.0	-0.0676130335	1000000.0	5
20170315_081944	85.2	-0.069714142	1000000.0	5
20170315_081954	85.2	-0.0697012216	1000000.0	5
20170315_082004	85.0	-0.0703273206	1000000.0	5
20170315_082014	85.0	-0.0701976343	1000000.0	5
20170315_082024	85.2	-0.0750888053	1000000.0	5
20170315_082034	85.0	-0.0733844605	1000000.0	5
20170315_082044	85.2	-0.0727713901	1000000.0	5
20170315_082054	85.2	-0.0744004092	1000000.0	5
20170315_082104	85.4	-0.0730847977	1000000.0	5
20170315_082114	85.4	-0.0743058383	1000000.0	5
20170315_082124	85.4	-0.0734217301	1000000.0	5
20170315_082134	85.4	-0.0733640893	1000000.0	5
20170315_082144	85.4	-0.0726524392	1000000.0	5
20170315_082154	85.2	-0.0730967922	1000000.0	5
20170315_082204	85.4	-0.0745666673	1000000.0	5
20170315_082214	85.4	-0.0754923337	1000000.0	5
20170315_082224	85.4	-0.074817593	1000000.0	5
20170315_082234	85.4	-0.0763210728	1000000.0	5
20170315_082244	85.6	-0.0745997113	1000000.0	5
20170315_082254	85.6	-0.0746194375	1000000.0	5
20170315_082304	85.4	-0.0732822264	1000000.0	5
20170315_082314	85.4	-0.0757313616	1000000.0	5
20170315_082324	85.4	-0.0738970022	1000000.0	5
20170315_082334	85.8	-0.0766228135	1000000.0	5
20170315_082344	85.4	-0.0734475173	1000000.0	5
20170315_082354	86.0	-0.0744432646	1000000.0	5
20170315_082404	85.6	-0.0564524043	1000000.0	5
20170315_082414	85.6	-0.0636392775	1000000.0	5
20170315_082424	85.2	-0.0787855273	1000000.0	5
20170315_082433	85.4	-0.104059999	1000000.0	5
20170315_082443	85.4	-0.117427308	1000000.0	5
20170315_082453	85.2	-0.114491658	1000000.0	5
20170315_082503	85.2	-0.112853146	1000000.0	5
20170315_082513	85.2	-0.114601832	1000000.0	5
20170315_082523	85.2	-0.113870142	1000000.0	5
20170315_082533	85.2	-0.114461873	1000000.0	5
20170315_082543	85.2	-0.113449789	1000000.0	5
20170315_082553	85.4	-0.113899614	1000000.0	5
20170315_082603	85.4	-0.112432038	1000000.0	5
20170315_082613	85.4	-0.112907479	1000000.0	5
20170315_082623	85.4	-0.112659893	1000000.0	5
20170315_082633	85.4	-0.112938179	1000000.0	5
20170315_082643	85.0	-0.112155949	1000000.0	5
20170315_082653	85.4	-0.112080373	1000000.0	5
20170315_082703	85.4	-0.111587422	1000000.0	5
20170315_082713	85.4	-0.111267977	1000000.0	5
20170315_082723	85.4	-0.111448319	1000000.0	5
20170315_082733	85.4	-0.109340492	1000000.0	5
20170315_082743	85.4	-0.110448296	1000000.0	5
